,AN1,AN2,AND,ANd,Rc1,Rc2,RcD,Rcd,Vmc,Rm1,Rm2,RmD,Rmd,Vmm,AW1,AW2,AWD,AWd,D1,D2,DD,Dd,Eea1,Eea2,EeaD,Eead,XM1,XM2,XMD,XMd,XP1,XP2,XPD,XPd,Gp1,Gp2,GpD,Gpd,Hf1,Hf2,HfD,Hfd,I11,I12,I1D,I1d,I21,I22,I2D,I2d,LP1,LP2,LPD,LPd,Tm1,Tm2,TmD,Tmd,P1,P2,PD,Pd,Cp1,Cp2,CpD,Cpd,K1,K2,KD,Kd,VEC1,VEC2,VECD,VECd,Tb1,Tb2,TbD,Tbd,sVEC1,pVEC1,dVEC1,fs,fp,fd,W1,W2,WD,Wd,Hmix,Smix/R,Smix/kb,PHSmis,PHSmix,PHSS,Phase
29,37.44,32.2994,13.5369,0.3616,0.153,0.1499,0.0217,0.1415,0.0159,0.147,0.1456,0.0141,0.0957,0.0137,85.4576,71.4592,34.9262,0.4087,8.0316,6.7815,3.4257,0.4265,0.8563,0.6162,0.5349,0.6247,1.666,1.6335,0.2463,0.1478,1.644,1.5784,0.349,0.2123,7.8,6.0185,3.6878,0.4728,14.5472,14.1511,2.3541,0.1618,7.1406,7.0615,0.7802,0.1093,16.8597,16.0895,3.5915,0.213,29.968,20.7947,16.4886,0.5502,1682.5548,1558.0042,441.6135,0.2625,4.6,4.4709,0.7211,0.1568,24.9939,24.9847,0.4772,0.0191,203.496,44.2345,179.7864,0.8835,7.0,5.3571,3.5553,0.5079,3703.91,3460.088,949.1399,0.2563,1.56,0.08,5.36,0.2229,0.0114,0.7657,4.3556,4.3207,0.4009,0.0921,-32.7952,1.2864,0.1905,-42.1883,-6.2462,-8.0352,0
30,34.66,31.172,8.6524,0.2496,0.1537,0.1505,0.0219,0.1424,0.0161,0.1466,0.1451,0.0147,0.1001,0.0136,78.0058,68.7848,20.9303,0.2683,7.3624,6.584,1.9363,0.263,0.7758,0.5969,0.403,0.5194,1.63,1.6091,0.1867,0.1146,1.5942,1.5479,0.2752,0.1726,7.66,5.9054,3.6965,0.4826,14.6542,14.2586,2.3434,0.1599,7.0288,6.9783,0.5951,0.0847,16.7033,15.9441,3.5797,0.2143,30.2941,20.5858,16.8012,0.5546,1699.1888,1572.7247,442.4765,0.2604,4.5,4.3924,0.6403,0.1423,24.9536,24.9443,0.4799,0.0192,200.97,42.7381,183.7331,0.9142,6.86,5.2674,3.5328,0.515,3723.21,3469.6249,964.366,0.259,1.58,0.08,5.2,0.2303,0.0117,0.758,4.3044,4.2795,0.3311,0.0769,-25.8736,1.1175,0.2084,-28.9134,-5.393,-6.0266,0
31,34.0,30.6287,8.6394,0.2541,0.1511,0.148,0.0217,0.1439,0.0153,0.1447,0.1431,0.0149,0.1029,0.0131,76.3451,67.4556,20.9137,0.2739,7.5088,6.6945,1.9592,0.2609,0.824,0.6308,0.4071,0.4941,1.6516,1.6297,0.1901,0.1151,1.6284,1.581,0.2757,0.1693,8.08,6.2582,3.6543,0.4523,14.4232,14.0487,2.3,0.1595,7.0943,7.0411,0.608,0.0857,17.1311,16.3619,3.557,0.2076,28.1865,19.1005,16.7767,0.5952,1652.966,1534.1287,435.4337,0.2634,4.44,4.3353,0.6375,0.1436,24.8984,24.889,0.4828,0.0194,223.668,47.8359,183.6751,0.8212,7.28,5.5462,3.5835,0.4922,3612.39,3371.9549,953.8689,0.2641,1.52,0.08,5.68,0.2088,0.011,0.7802,4.3464,4.3208,0.3342,0.0769,-25.1776,1.1319,0.2203,-28.4976,-5.5459,-6.2772,0
32,36.36,31.6425,12.4093,0.3413,0.1528,0.1496,0.0219,0.1431,0.0159,0.1458,0.1443,0.0146,0.1004,0.0134,82.6882,69.8714,31.8148,0.3848,7.818,6.8327,2.3772,0.3041,0.7766,0.5423,0.4227,0.5443,1.6366,1.6152,0.1886,0.1152,1.6038,1.5563,0.2777,0.1732,7.8,6.0185,3.6878,0.4728,15.0068,14.4038,3.213,0.2141,7.0621,7.0116,0.594,0.0841,16.9517,16.2214,3.4925,0.206,29.4696,20.0424,16.7026,0.5668,1706.4612,1570.0584,471.6084,0.2764,4.54,4.4118,0.7269,0.1601,24.9574,24.947,0.5084,0.0204,208.554,44.38,184.0069,0.8823,7.0,5.3571,3.5553,0.5079,3697.91,3442.4768,975.3593,0.2638,1.56,0.08,5.36,0.2229,0.0114,0.7657,4.289,4.2549,0.3781,0.0882,-24.9664,1.3051,0.2097,-32.5828,-5.2359,-6.8333,0
33,32.5385,26.971,10.9732,0.3372,0.1517,0.1477,0.0244,0.161,0.0158,0.148,0.1465,0.0141,0.0954,0.0139,73.147,58.6941,26.2645,0.3591,6.6368,5.5497,2.2594,0.3404,0.574,0.5044,0.2701,0.4706,1.5603,1.5443,0.1626,0.1042,1.5529,1.5156,0.2479,0.1597,7.4195,5.7657,3.7056,0.4994,15.0605,14.5453,2.557,0.1698,6.8621,6.8011,0.6579,0.0959,15.8572,15.3416,2.9567,0.1865,32.9793,25.9779,14.5152,0.4401,1740.6314,1572.991,472.0714,0.2712,4.3955,4.2297,0.7817,0.1778,24.9985,24.9897,0.4639,0.0186,122.9696,39.282,133.4527,1.0852,5.5595,4.5222,2.8482,0.5123,3811.7825,3582.5703,909.6419,0.2386,1.8835,0.186,3.49,0.3388,0.0335,0.6278,4.2429,4.2226,0.3005,0.0708,-39.0489,1.2974,0.1892,-50.6638,-7.3894,-9.5873,0
34,21.644,16.4522,13.0044,0.6008,0.1447,0.1427,0.0191,0.1319,0.0134,0.1516,0.1497,0.0167,0.1102,0.0151,47.2099,33.9593,31.7004,0.6715,4.443,2.5997,3.2932,0.7412,0.2789,-1.0741,0.8315,2.9817,1.7014,1.6921,0.122,0.0717,1.4778,1.4291,0.2861,0.1936,4.91,2.8314,4.0941,0.8338,10.2872,9.924,1.999,0.1943,7.462,7.404,0.5881,0.0788,16.2501,15.7249,2.9307,0.1804,132.3773,33.0236,88.2343,0.6665,1135.8942,1082.1569,267.3899,0.2354,3.604,3.4518,0.8338,0.2313,24.985,24.9631,0.7651,0.0306,215.2562,86.6788,131.9804,0.6131,4.91,2.8314,4.0941,0.8338,2074.842,1779.642,843.0263,0.4063,1.69,0.0,3.22,0.3442,0.0,0.6558,3.9152,3.8402,0.5548,0.1417,-7.0356,1.0205,0.2526,-7.1797,-1.7774,-1.8138,0
35,21.075,15.5702,14.409,0.6837,0.1435,0.1417,0.0177,0.123,0.013,0.1552,0.1537,0.0149,0.0961,0.0161,45.9365,31.9385,35.5268,0.7734,3.971,2.383,3.2159,0.8098,-0.0231,-0.9836,0.6535,28.2611,1.6912,1.6784,0.1443,0.0853,1.4373,1.401,0.2508,0.1745,4.325,2.6222,3.8235,0.8841,10.1127,9.6854,2.4744,0.2447,7.5892,7.5397,0.6036,0.0795,15.8464,15.5327,2.336,0.1474,143.8599,44.7706,84.1152,0.5847,1097.087,1025.9012,316.7208,0.2887,3.55,3.3898,0.8646,0.2435,25.6681,25.4718,2.6535,0.1034,166.9175,74.8943,102.6122,0.6147,4.325,2.6222,3.8235,0.8841,1876.175,1618.9525,835.5823,0.4454,1.875,0.0,2.45,0.4335,0.0,0.5665,3.9748,3.8994,0.58,0.1459,-7.35,1.2677,0.1922,-9.3176,-1.4125,-1.7906,0
36,21.7,15.6311,15.6608,0.7217,0.1436,0.1418,0.0181,0.1258,0.0131,0.1552,0.1536,0.0149,0.0961,0.0161,47.6451,32.0636,39.0236,0.819,4.0568,2.3969,3.2733,0.8069,-0.0274,-1.0922,0.6519,23.8148,1.6903,1.6769,0.1465,0.0867,1.4367,1.4003,0.2513,0.1749,4.325,2.6222,3.8235,0.8841,10.079,9.6579,2.4658,0.2446,7.5875,7.5372,0.6074,0.0801,15.8438,15.5284,2.3401,0.1477,143.8841,44.7817,84.0928,0.5844,1091.737,1023.9306,306.4576,0.2807,3.575,3.3994,0.9189,0.257,25.9306,25.6463,3.1907,0.123,166.7525,70.1403,102.8579,0.6168,4.325,2.6222,3.8235,0.8841,1874.6,1618.6301,832.3675,0.444,1.875,0.0,2.45,0.4335,0.0,0.5665,4.0248,3.948,0.5886,0.1462,-7.35,1.2546,0.1921,-9.2214,-1.4117,-1.7712,0
37,32.4239,29.6239,7.7316,0.2385,0.1493,0.1461,0.0223,0.1497,0.0149,0.1426,0.1409,0.0158,0.1107,0.0126,72.44,65.0167,18.768,0.2591,7.4212,6.6446,1.8226,0.2456,0.8402,0.645,0.4032,0.4799,1.6645,1.6421,0.1919,0.1153,1.6373,1.5901,0.274,0.1674,8.1887,6.3504,3.6501,0.4457,14.9073,14.3388,4.1565,0.2788,7.1448,7.0901,0.6176,0.0864,17.1163,16.3861,3.4433,0.2012,27.4345,18.1146,17.1163,0.6239,1659.6106,1550.9465,418.4495,0.2521,4.3464,4.2495,0.6205,0.1428,24.7685,24.747,0.6875,0.0278,226.0625,49.1456,181.1716,0.8014,7.3957,5.6489,3.5768,0.4836,3625.468,3411.1109,912.5264,0.2517,1.505,0.0893,5.8014,0.2035,0.0121,0.7844,4.3682,4.3413,0.3417,0.0782,-26.575,0.9427,0.2552,-25.0516,-6.782,-6.3932,0
38,33.29,30.3924,8.2113,0.2467,0.1517,0.1483,0.0227,0.1495,0.0156,0.1444,0.1426,0.016,0.1108,0.0131,74.6554,66.9373,20.2575,0.2713,7.3888,6.7077,1.7391,0.2354,0.7995,0.5993,0.4039,0.5052,1.6458,1.6237,0.1912,0.1162,1.6105,1.563,0.2765,0.1717,7.84,6.041,3.6707,0.4682,14.6328,14.2958,2.1819,0.1491,7.0861,7.0324,0.6131,0.0865,16.8286,16.0879,3.4931,0.2076,28.9003,18.8916,17.5822,0.6084,1684.7176,1571.7375,423.3529,0.2513,4.41,4.3103,0.634,0.1438,24.9723,24.9233,1.302,0.0521,211.598,44.1497,182.6602,0.8632,7.14,5.45,3.5722,0.5003,3688.87,3467.5913,919.5624,0.2493,1.54,0.07,5.53,0.2157,0.0098,0.7745,4.3463,4.3189,0.3466,0.0797,-25.6116,0.9466,0.2556,-24.2441,-6.546,-6.1965,0
39,33.78,30.4518,8.6239,0.2553,0.1502,0.1472,0.0216,0.144,0.0151,0.144,0.1425,0.0149,0.1034,0.0129,75.7915,67.0239,20.8788,0.2755,7.5576,6.7322,1.9643,0.2599,0.84,0.6429,0.4072,0.4848,1.6588,1.6366,0.1906,0.1149,1.6398,1.5924,0.2749,0.1676,8.22,6.3854,3.6293,0.4415,14.3462,13.9802,2.2801,0.1589,7.1162,7.0623,0.6107,0.0858,17.2737,16.5061,3.5379,0.2048,27.484,18.652,16.7095,0.608,1637.5584,1521.6809,431.9629,0.2638,4.42,4.3165,0.6353,0.1437,24.88,24.8706,0.4824,0.0194,231.234,49.8166,183.0314,0.7915,7.42,5.6459,3.5894,0.4837,3575.45,3340.6088,947.468,0.265,1.5,0.08,5.84,0.2022,0.0108,0.7871,4.3604,4.3347,0.334,0.0766,-24.7984,1.1328,0.2226,-28.0921,-5.5213,-6.2546,0
40,30.86,20.6346,10.4995,0.3402,0.1472,0.1424,0.0258,0.175,0.0146,0.1418,0.1397,0.017,0.1202,0.0125,69.0707,45.7833,24.5082,0.3548,6.9749,5.6273,2.2139,0.3174,0.7131,0.7342,0.5097,0.7147,1.6728,1.6476,0.2055,0.1229,1.6115,1.5682,0.2645,0.1642,7.5,5.3483,3.8432,0.5124,14.4878,14.1605,2.1713,0.1499,7.2464,7.1594,0.8203,0.1132,16.9784,16.2813,3.3658,0.1982,27.5727,18.5006,16.9299,0.614,1673.499,1565.9115,413.501,0.2471,4.22,3.9709,0.8553,0.2027,24.259,23.981,2.1936,0.0904,212.781,48.4018,175.5622,0.8251,6.8,4.8799,3.6851,0.5419,3619.84,3400.1657,922.9856,0.255,1.57,0.07,5.16,0.2309,0.0103,0.7588,4.3899,4.3578,0.378,0.0861,-27.606,1.0981,0.3006,-30.3144,-8.2991,-9.1133,0
41,44.53,32.7602,17.8894,0.4017,0.1766,0.1668,0.0387,0.219,0.0262,0.1667,0.1624,0.0253,0.1516,0.0207,105.8413,72.5089,46.0535,0.4351,6.3504,5.5254,1.8767,0.2955,0.6422,0.5839,0.2448,0.3812,1.4253,1.402,0.2001,0.1404,1.3475,1.2797,0.3282,0.2436,6.05,4.0768,4.165,0.6884,8.4456,7.2117,3.8127,0.4514,6.0635,5.9626,0.8547,0.141,13.8255,12.9122,3.8576,0.279,61.4207,25.3931,60.0167,0.9771,1183.5632,1149.3652,221.9233,0.1875,5.12,4.7619,1.2106,0.2364,26.156,26.0971,1.2188,0.0466,95.523,18.6048,130.2065,1.3631,4.45,3.4927,2.9236,0.657,3434.63,3382.6115,403.0703,0.1174,1.9,0.16,2.39,0.427,0.036,0.5371,3.6169,3.4697,0.758,0.2096,-27.8768,1.5523,0.4782,-43.2727,-13.3306,-20.6928,0
42,44.0,33.2557,17.2348,0.3917,0.176,0.1659,0.0397,0.2256,0.0262,0.1668,0.1618,0.0274,0.1642,0.021,104.5703,73.6107,45.0382,0.4307,6.3342,5.5698,1.8675,0.2948,0.6888,0.6055,0.2887,0.4192,1.4506,1.4231,0.2168,0.1495,1.3646,1.2877,0.3492,0.2559,6.2,4.1607,4.1617,0.6712,9.017,7.7496,3.9858,0.442,6.1397,6.0315,0.8785,0.1431,14.1077,13.1548,3.931,0.2786,97.1566,29.5005,65.726,0.6765,1240.7492,1208.5621,211.5987,0.1705,5.1,4.7619,1.1874,0.2328,26.2574,26.2,1.2016,0.0458,100.554,20.7732,134.7177,1.3398,4.8,3.62,3.2125,0.6693,3430.49,3378.0222,406.2607,0.1184,1.88,0.14,2.78,0.3917,0.0292,0.5792,3.8766,3.7793,0.6561,0.1693,-28.7936,1.0805,0.561,-31.1115,-16.1524,-17.4527,0
43,21.195,16.3943,12.0601,0.569,0.1442,0.1424,0.0183,0.1266,0.0132,0.1517,0.1496,0.017,0.1124,0.0152,46.0317,33.8392,29.1603,0.6335,4.4172,2.5931,3.2896,0.7447,0.253,-1.122,0.8028,3.1736,1.7004,1.6904,0.1264,0.0743,1.4827,1.4344,0.2855,0.1925,4.95,2.8412,4.1143,0.8312,10.3764,10.0285,1.9635,0.1892,7.4826,7.4337,0.5442,0.0727,16.318,15.8173,2.8851,0.1768,130.663,32.4869,88.9693,0.6809,1143.2253,1085.898,278.1266,0.2433,3.58,3.4414,0.7833,0.2188,24.9571,24.9381,0.71,0.0284,217.1885,89.1921,131.8567,0.6071,4.95,2.8412,4.1143,0.8312,2075.95,1779.7492,846.0398,0.4075,1.685,0.0,3.265,0.3404,0.0,0.6596,3.9232,3.8483,0.5545,0.1413,-6.9156,1.0037,0.2628,-6.9411,-1.8171,-1.8238,0
44,22.48,16.0753,16.3869,0.729,0.1445,0.1427,0.0185,0.1281,0.0133,0.1533,0.1512,0.017,0.111,0.0156,49.9164,33.1087,41.4656,0.8307,4.4392,2.5269,3.3888,0.7634,0.1172,-2.018,0.7167,6.118,1.6852,1.672,0.1418,0.0841,1.4631,1.4191,0.2745,0.1876,4.63,2.7239,3.9841,0.8605,10.2214,9.9476,1.7954,0.1756,7.5038,7.4678,0.4772,0.0636,16.1874,15.7629,2.7095,0.1674,135.5534,35.4431,87.8968,0.6484,1117.6636,1067.9247,251.5189,0.225,3.61,3.4286,0.9476,0.2625,26.0866,25.6702,3.8519,0.1477,208.606,66.7295,127.9263,0.6132,4.63,2.7239,3.9841,0.8605,2015.44,1732.2835,839.8935,0.4167,1.72,0.0,2.91,0.3715,0.0,0.6285,4.1096,4.0354,0.5734,0.1395,-6.3704,0.9008,0.2563,-5.7381,-1.6329,-1.4709,0
45,33.52,30.6394,7.8772,0.235,0.1521,0.1489,0.0222,0.1461,0.0157,0.1448,0.1431,0.0155,0.1069,0.0132,75.1584,67.5297,19.1245,0.2545,7.3814,6.6916,1.7766,0.2407,0.7958,0.6124,0.401,0.5039,1.6432,1.6218,0.1886,0.1148,1.6067,1.5599,0.2754,0.1714,7.78,6.0135,3.6649,0.4711,14.7048,14.3658,2.1898,0.1489,7.077,7.0252,0.603,0.0852,16.7909,16.0496,3.5094,0.209,29.1776,19.3076,17.1763,0.5887,1695.3946,1578.7113,428.7033,0.2529,4.43,4.3321,0.6206,0.1401,24.883,24.8737,0.4802,0.0193,208.496,44.3269,183.1225,0.8783,7.08,5.4276,3.5544,0.502,3710.7,3478.6505,934.9962,0.252,1.55,0.07,5.46,0.2189,0.0099,0.7712,4.3271,4.301,0.3383,0.0782,-25.7444,0.9796,0.238,-25.2192,-6.1262,-6.0012,0
46,43.752,32.5317,17.5644,0.4015,0.1759,0.1657,0.0398,0.2265,0.0262,0.1671,0.1622,0.0271,0.162,0.021,104.0241,71.8609,45.762,0.4399,6.2345,5.4444,1.8924,0.3035,0.6765,0.597,0.283,0.4184,1.4432,1.4171,0.2114,0.1465,1.3599,1.2852,0.3438,0.2528,6.24,4.1658,4.2141,0.6753,8.9455,7.7249,3.9025,0.4363,6.1125,6.0101,0.8563,0.1401,14.1013,13.1521,3.9207,0.278,97.2389,29.8918,65.6217,0.6749,1230.9974,1198.9708,210.1895,0.1707,5.084,4.7319,1.2087,0.2377,26.2405,26.1815,1.2184,0.0464,100.4124,20.7908,133.1307,1.3258,4.68,3.5708,3.1359,0.6701,3426.994,3373.4894,410.1733,0.1197,1.888,0.156,2.636,0.4034,0.0333,0.5632,3.8648,3.7713,0.6431,0.1664,-29.4406,1.0766,0.546,-31.696,-16.0755,-17.3071,0
47,22.325,15.6926,16.7964,0.7524,0.1438,0.1419,0.0185,0.1285,0.0131,0.1552,0.1536,0.0149,0.096,0.0161,49.3537,32.1898,42.1627,0.8543,4.1425,2.4109,3.3275,0.8032,-0.0316,-1.2277,0.6503,20.5624,1.6893,1.6754,0.1487,0.088,1.4363,1.3996,0.2518,0.1753,4.325,2.6222,3.8235,0.8841,10.0452,9.6305,2.4567,0.2446,7.5859,7.5347,0.6113,0.0806,15.8412,15.5242,2.3441,0.148,143.9084,44.7928,84.0704,0.5842,1086.387,1021.9676,295.7418,0.2722,3.6,3.4091,0.9695,0.2693,26.1931,25.8233,3.6308,0.1386,166.5875,65.9537,103.1026,0.6189,4.325,2.6222,3.8235,0.8841,1873.025,1618.3077,829.1372,0.4427,1.875,0.0,2.45,0.4335,0.0,0.5665,4.0747,3.998,0.5928,0.1455,-7.35,1.1984,0.192,-8.8081,-1.411,-1.6909,0
48,43.5345,32.2892,17.6335,0.405,0.1754,0.1651,0.04,0.2279,0.026,0.1668,0.1619,0.0271,0.1627,0.0209,103.455,71.2609,45.9334,0.444,6.2325,5.4305,1.9079,0.3061,0.6781,0.5975,0.2846,0.4197,1.4449,1.4186,0.2123,0.1469,1.3638,1.2885,0.3448,0.2528,6.2925,4.1917,4.2291,0.6721,8.9864,7.7542,3.915,0.4357,6.1201,6.0167,0.8596,0.1405,14.1491,13.1915,3.9323,0.2779,96.4307,29.5324,65.8137,0.6825,1231.2677,1198.7439,211.7342,0.172,5.069,4.7151,1.2134,0.2394,26.2262,26.1668,1.2236,0.0467,101.7799,20.9702,133.6721,1.3133,4.7025,3.5799,3.1507,0.67,3421.9795,3368.1627,411.6568,0.1203,1.8865,0.159,2.657,0.4012,0.0338,0.565,3.8718,3.7775,0.645,0.1666,-29.6736,1.0858,0.5512,-32.2197,-16.3547,-17.7579,0
49,32.5169,29.7918,7.6391,0.2349,0.1495,0.1463,0.0222,0.1487,0.0149,0.1427,0.141,0.0157,0.1101,0.0126,72.664,65.4514,18.5481,0.2553,7.4469,6.7074,1.7908,0.2405,0.8374,0.6433,0.4023,0.4804,1.663,1.6408,0.1913,0.115,1.6359,1.5887,0.2741,0.1676,8.1593,6.3329,3.6358,0.4456,14.7273,14.2871,3.3038,0.2243,7.1397,7.0854,0.615,0.0861,17.1202,16.3863,3.4516,0.2016,27.3666,18.0638,17.1327,0.626,1659.4715,1550.3144,419.5003,0.2528,4.3532,4.2584,0.6146,0.1412,24.7937,24.7784,0.591,0.0238,226.4567,48.9804,181.5434,0.8017,7.4128,5.6607,3.5777,0.4826,3625.909,3410.4925,914.8067,0.2523,1.5025,0.0796,5.8307,0.2027,0.0107,0.7866,4.3657,4.339,0.3408,0.0781,-25.9004,0.9226,0.2521,-23.8964,-6.5305,-6.0252,0
50,31.6055,26.2493,10.6685,0.3376,0.1522,0.1479,0.0251,0.1653,0.016,0.1482,0.1467,0.0145,0.098,0.014,70.9068,57.0172,25.5249,0.36,6.3875,5.3859,2.0998,0.3287,0.5269,0.4852,0.2027,0.3846,1.5429,1.5289,0.1521,0.0986,1.5286,1.4949,0.236,0.1544,7.1885,5.5939,3.7063,0.5156,15.3031,14.8198,2.4472,0.1599,6.8161,6.7565,0.6525,0.0957,15.4961,15.0647,2.6748,0.1726,33.9454,26.7419,14.4528,0.4258,1773.2574,1601.2714,468.6849,0.2643,4.3565,4.188,0.7908,0.1815,24.9758,24.9668,0.4697,0.0188,103.2257,37.1072,111.9221,1.0842,5.2085,4.3567,2.5696,0.4934,3900.5975,3694.8929,866.417,0.2221,1.9405,0.198,3.07,0.3726,0.038,0.5894,4.2173,4.1982,0.2921,0.0693,-42.2317,1.1671,0.2001,-49.2907,-8.4489,-9.8611,0
51,34.4579,30.5873,8.83,0.2563,0.1572,0.1538,0.0222,0.1415,0.0172,0.1492,0.1476,0.0145,0.0974,0.0143,77.601,67.3625,21.323,0.2748,6.8787,6.1696,1.7829,0.2592,0.6248,0.4689,0.3655,0.585,1.5781,1.5618,0.1666,0.1056,1.5266,1.4883,0.2537,0.1662,6.8387,5.3509,3.6023,0.5268,15.13,14.7404,2.2808,0.1507,6.9046,6.8572,0.5816,0.0842,15.6984,15.0988,3.2452,0.2067,33.612,23.0726,16.5114,0.4912,1798.2232,1661.4298,436.8158,0.2429,4.5344,4.4148,0.6654,0.1468,25.0293,25.0207,0.4618,0.0185,142.8636,35.5446,164.4876,1.1514,5.8687,4.7224,3.1278,0.533,3944.2663,3708.2291,911.4811,0.2311,1.7469,0.097,4.0248,0.2977,0.0165,0.6858,4.2253,4.2041,0.3079,0.0729,-26.5321,1.1188,0.1974,-29.683,-5.2362,-5.8581,0
52,22.05,20.2208,5.9706,0.2708,0.1543,0.1511,0.0222,0.1435,0.0163,0.1687,0.1629,0.0305,0.181,0.0221,46.1093,41.475,14.2354,0.3087,3.985,2.2085,3.3058,0.8296,0.2015,0.0509,0.6337,3.1451,1.577,1.5319,0.2727,0.173,1.3365,1.2396,0.382,0.2858,5.25,2.8085,4.4371,0.8452,9.6078,9.2494,2.0295,0.2112,7.0743,6.9245,1.0749,0.1519,15.0605,14.2895,3.5738,0.2373,57.6377,27.0291,62.9867,1.0928,1104.758,1064.5664,194.8995,0.1764,3.85,3.8095,0.3571,0.0927,25.3439,25.3275,0.6399,0.0252,235.25,202.1407,99.2657,0.422,5.25,2.8085,4.4371,0.8452,1909.85,1762.1,569.0185,0.2979,1.75,0.0,3.5,0.3333,0.0,0.6667,3.509,3.312,0.8601,0.2451,-13.29,1.208,0.6816,-16.054,-9.0579,-10.9418,0
53,21.15,19.2478,6.0603,0.2865,0.1553,0.1524,0.0211,0.136,0.0166,0.1697,0.1641,0.0299,0.176,0.0224,44.0555,39.3649,14.27,0.3239,3.715,2.1074,3.2572,0.8768,0.2115,0.051,0.6225,2.9433,1.5585,1.5193,0.2525,0.162,1.3195,1.2277,0.3752,0.2843,4.75,2.6533,4.2057,0.8854,9.6894,9.3571,1.9678,0.2031,6.9869,6.8667,0.946,0.1354,14.914,14.1797,3.5112,0.2354,66.3194,28.0628,70.2769,1.0597,1116.2815,1085.3892,176.1013,0.1578,3.8,3.75,0.4,0.1053,25.3178,25.3011,0.648,0.0256,237.25,206.7599,97.2249,0.4098,4.75,2.6533,4.2057,0.8854,1919.0,1779.9392,558.5868,0.2911,1.75,0.0,3.0,0.3684,0.0,0.6316,3.477,3.2898,0.8418,0.2421,-11.81,1.1648,0.6444,-13.7565,-7.6104,-8.8648,0
54,20.675,18.7854,6.0183,0.2911,0.156,0.1534,0.0202,0.1296,0.0167,0.17,0.1643,0.0299,0.1758,0.0224,42.9828,38.3721,14.1066,0.3282,3.6255,2.0632,3.2864,0.9065,0.2624,0.0509,0.6226,2.3725,1.5445,1.5102,0.2333,0.151,1.3173,1.2248,0.3791,0.2878,4.475,2.5806,4.0186,0.898,9.8734,9.5466,1.9632,0.1988,6.9015,6.8113,0.789,0.1143,14.899,14.1573,3.5478,0.2381,70.1791,27.5821,73.5878,1.0486,1138.6705,1117.7695,154.6897,0.1359,3.775,3.7209,0.4176,0.1106,25.281,25.2634,0.6653,0.0263,245.375,216.0717,97.4012,0.3969,4.475,2.5806,4.0186,0.898,1964.95,1829.4673,557.9609,0.284,1.725,0.0,2.75,0.3855,0.0,0.6145,3.471,3.2842,0.8444,0.2433,-10.5925,1.0372,0.6431,-10.9867,-6.812,-7.0655,0
55,20.85,19.2,5.7426,0.2754,0.1577,0.154,0.0232,0.1469,0.0175,0.178,0.1741,0.0249,0.1399,0.025,43.0107,39.0436,13.3784,0.311,2.835,1.9168,2.3208,0.8186,-0.19,0.0431,0.2707,1.4247,1.5433,1.4934,0.297,0.1925,1.2005,1.1495,0.2677,0.223,4.25,2.4615,4.1758,0.9825,8.3384,8.2966,0.5685,0.0682,7.1195,6.897,1.3492,0.1895,13.796,13.3858,2.5301,0.1834,67.847,44.4895,63.197,0.9315,986.4942,950.1749,173.3698,0.1757,3.825,3.7795,0.38,0.0993,25.6222,25.6156,0.4097,0.016,173.4,164.977,34.9119,0.2013,4.25,2.4615,4.1758,0.9825,1558.375,1514.0163,250.1276,0.1605,2.0,0.0,2.25,0.4706,0.0,0.5294,3.234,3.11,0.6724,0.2079,-15.03,0.9471,0.4075,-14.2355,-6.1242,-5.8005,0
56,20.6,19.0476,5.5534,0.2696,0.1591,0.1555,0.0226,0.1421,0.0178,0.1794,0.1758,0.0243,0.1355,0.0255,42.3781,38.679,12.8952,0.3043,2.695,1.8712,2.2237,0.8251,-0.1744,0.0413,0.2645,1.5171,1.5253,1.4786,0.2881,0.1889,1.1843,1.1366,0.2596,0.2192,4.0,2.4,4.0,1.0,8.3689,8.3303,0.5454,0.0652,7.0375,6.8297,1.3075,0.1858,13.6436,13.259,2.4569,0.1801,68.1114,44.8967,63.0647,0.9259,997.056,962.682,167.9321,0.1684,3.825,3.7795,0.38,0.0993,25.6357,25.629,0.4107,0.016,175.5,167.478,33.908,0.1932,4.0,2.4,4.0,1.0,1572.8,1530.1312,244.4733,0.1554,2.0,0.0,2.0,0.5,0.0,0.5,3.1942,3.0774,0.655,0.2051,-14.185,0.9207,0.3818,-13.0596,-5.4165,-4.9868,0
57,47.08,36.9635,16.4522,0.3495,0.1797,0.1714,0.0355,0.1974,0.027,0.1665,0.1626,0.0237,0.1424,0.0205,111.8649,83.0147,42.2637,0.3778,6.8428,6.1706,1.6425,0.24,0.6913,0.6188,0.2758,0.3989,1.4332,1.4055,0.2185,0.1524,1.3402,1.2736,0.3298,0.2461,5.72,3.9252,4.0152,0.702,7.7256,6.6502,3.3959,0.4396,6.0679,5.9561,0.8981,0.148,13.6831,12.6866,4.1168,0.3009,22.3398,20.1239,6.0005,0.2686,1126.606,1108.2131,158.0276,0.1403,5.26,4.9587,1.1101,0.2111,26.1234,26.0668,1.1936,0.0457,113.652,16.4555,158.5834,1.3953,4.72,3.5663,3.2499,0.6885,3437.23,3383.0359,410.047,0.1193,1.8,0.1,2.82,0.3814,0.0212,0.5975,3.357,3.1895,0.8229,0.2451,-22.8752,0.8926,0.4221,-20.4193,-9.6567,-8.6199,0
